# class	code	page	at	shifted	gold	claude
MISSING1	MXFU301	MXFU301_10_0.html	4	0	9A 9B 9C 9D 9E	9A 9B 9C 9D
EXTRA1	MXFU302	MXFU302_2_0.html	3	0	2A 2B 2C	2A 2B 2C 2D
MISSING1	MXFU302	MXFU302_4_0_0.html	2	0	4A 4B 4C	4A 4B
OTHER	MXFU302	MXFU302_6_0.html	-1	0	6A 6B	6A 6B 6C 6D
MISSING1	MXFU302	MXFU302_7_0.html	0	0	7A	
OTHER	MXFU302	MXFU302_10_0.html	-1	0	10A 10B 10C 10D	10A 10B
MISSING1	MXFU302	MXFU302_11_0.html	0	0	11A	
OTHER	MXFU401	MXFU401_2_0.html	-1	0	2A 2B 2C 2D 2E 2F	2A 2B 2C 2D
OTHER	MXFU401	MXFU401_3_0.html	-1	0	3A 3B 3C 3D 3E 3F	3A 3B 3C 3D
MISSING1	MXFU401	MXFU401_4_0.html	2	0	4A 4B 4C	4A 4B
OTHER	MXFU401	MXFU401_5_0.html	-1	0	5A 5B 5C 5D	5A 5B
MISSING1	MXFU401	MXFU401_6_0.html	0	0	6A	
MISSING1	MXFU402	MXFU402_1_0.html	3	0	1A 1B 1C 1D	1A 1B 1C
MISSING1	MXFU402	MXFU402_3_0.html	1	0	3A 3B 3C 3D 3E 3F	3A 3C 3D 3E 3F
MISSING1	MXFU402	MXFU402_4_0.html	4	0	4A 4B 4C 4D 4E	4A 4B 4C 4D
OTHER	MXFU402	MXFU402_7_0.html	-1	0	7A 7B 7C	7A
OTHER	MXFUN01	MXFUN01_0_0.html	-1	0	1A 1B 1C 1D 1E 1A 1B 1C 1D 1F 1G 1H 1I 1A 1B 1C 1D 1E 2A 2B 2C 2D 2A 2B 2C 2D 3B 3C 3D 3E 2A 2B 3A 3B 3C 3D 3E 3B 3C 3D 3E 3A 3B 3C 4A 4B 4D 4E 4F 4G 4A 4B 4C 4D 4E 4F 4A 4B 4C 4D 4E 4F 4G 4H 4H 4J 4I 4L 5A 5B 5C 5D 5E 5F 5G 5H 6A 5I 5J	1A 1B 1C 1D 1F 1G 1H 1G 2A 2C 2C 2D 3B 3C 3D 3E 4A 4B 4D 4D 4E 4F
OTHER	MXFUN02	MXFUN02_0_0.html	-1	0		1A 1B 1C 1C 1E 2A 2B 1H 2C 1J 2D 1L 2E 3A 1O 3B 1Q 1A 2B 1B 2D 1C 2A 2G 2B 2I 2C 3A 3B 2M 1B 1B 1C 4A 4B 4C 1D 1B 1C 1D 1E 4A 4B 4C
OTHER	MXFUN03	MXFUN03_0_0.html	-1	0	1A 1B 1C 1D 1E 1F 1G 2A 2B 2C 2D 2E 2F 3A 4A	1A 1B 1B 1D 1C 1F 1D 1H 1E 1J 1F 1G 1M 2A 1O 1P 2B 1R 2C 1T 2D 2E 1W 3A 4A 1Z 4B 4C 4D 1A 2B 1B 2D 1C 2F 1D 1E 2I 1F 1G 2L 2A 2B 2C 2P 2D 2R 2E 3A 2U 3B 3C 2X 4A 4B 4C 4D 4E 4A 4B 4C
MISSING1	MXS1004	MXS1004_1_0.html	2	0	1A 1B 1C	1A 1B
OTHER	MXS1004	MXS1004_2_0.html	-1	0	2A 2B 2C 2D 2E 2F	2A 2B 2C
EXTRA1	MXS1004	MXS1004_3_0.html	0	0	3B	3A 3B
OTHER	MXS1004	MXS1004_6_0.html	-1	0	5A 5B	
OTHER	MXS1004	MXS1004_7_0.html	-1	0	7A 7B 7C 7D	
MISSING1	MXS1004	MXS1004_8_0.html	3	0	8A 8B 8C 8D	8A 8B 8C
OTHER	MXS1004	MXS1004_9_0.html	-1	0	6A	9A 9B 9C 9D
MISSING1	OSAI201	OSAI201_2_0.html	2	0	2A 2B 2C	2A 2B
SHIFTED	OSAI501	OSAI501_5_0.html	1	0	5A 5B	5A 5C
OTHER	OSBY101	OSBY101_1_0.html	-1	0	1A 1B 1C 1D 1E 1F	1A 1B 1C 1D
MISSING1	OSBY201	OSBY201_3_0.html	4	0	3A 3B 3C 3D 3E	3A 3B 3C 3D
MISSING1	OSBY501	OSBY501_1_0.html	1	0	1A 1B	1A
MISSING1	OSBY501	OSBY501_2_0.html	2	0	2A 2B 2C	2A 2B
OTHER	OSGM101	OSGM101_1_0.html	-1	0	1A 1B 1C	1A
MISSING1	OSGM101	OSGM101_2_0.html	4	0	2A 2B 2C 2D 2E	2A 2B 2C 2D
EXTRA1	OSGM201	OSGM201_3_0.html	2	0	3A 3B	3A 3B 3C
SHIFTED	OSOH101	OSOH101_2_0.html	0	0	2B 2A 2B 2C 2D	2A 2B 2C 2D 2E
SHIFTED	OSOH101	OSOH101_3_0.html	0	0	3A 3B	2E 3A
EXTRA1	OSOH201	OSOH201_1_0.html	3	0	1A 1B 1C	1A 1B 1C 1D
MISSING1	OSOH201	OSOH201_3_0.html	0	0	3A 3A	3A
MISSING1	OSOH401	OSOH401_1_0.html	5	0	1A 1B 1C 1D 1E 1F	1A 1B 1C 1D 1E
MISSING1	OSOH401	OSOH401_3_0.html	2	0	3A 3B 3C	3A 3B
MISSING1	OSOH501	OSOH501_4_0.html	0	0	4A	
MISSING1	OSSC301	OSSC301_3_0.html	2	0	3A 3B 3C	3A 3B
MISSING1	OSSC401	OSSC401_2_0.html	1	0	2A 2B 2C	2A 2C
MISSING1	OSSC401	OSSC401_4_0.html	1	0	4A 4B	4A
SHIFTED	PES1001	PES1001_1_0.html	0	0	1A	1B
MISSING1	PES1001	PES1001_2_0.html	2	0	2A 2B 2C	2A 2B
MISSING1	PES1001	PES1001_3_0.html	1	0	3A 3B	3A
OTHER	PES1001	PES1001_4_0.html	-1	0	4A 4B	
MISSING1	PES1001	PES1001_5_0.html	2	0	5A 5B 5C	5A 5B
MISSING1	PES1001	PES1001_8_0.html	0	0	8A	
OTHER	PES1002	PES1002_5_0.html	-1	0	5A 5B	1A
MISSING1	PES1002	PES1002_10_0.html	2	0	10A 10B 10C	10A 10B
OTHER	PES1003	PES1003_1_0.html	-1	0	1A 1B 1C	
MISSING1	PES1003	PES1003_4_0.html	0	0	4A	
MISSING1	PES1003	PES1003_5_0.html	1	0	5A 5B	5A
MISSING1	PES1003	PES1003_10_0.html	0	0	10A	
OTHER	PES1004	PES1004_1_0.html	-1	0	1A 1B 1C	1A
MISSING1	PES1004	PES1004_2_0.html	0	0	2A	
MISSING1	PES1004	PES1004_3_0.html	0	0	3A	
OTHER	PES1004	PES1004_4_0.html	-1	0	4A 4B	
MISSING1	PES1004	PES1004_5_0.html	0	0	5A	
MISSING1	PES1004	PES1004_6_0.html	1	0	6A 6B	6A
MISSING1	PES1004	PES1004_7_0.html	1	0	7A 7B	7A
OTHER	PES1004	PES1004_9_0.html	-1	0	9A 9B	
MISSING1	PES1004	PES1004_10_0.html	0	0	10A	
MISSING1	PES1005	PES1005_4_0.html	0	0	4A	
EXTRA1	PES1005	PES1005_6_0.html	2	0	6A 6B	6A 6B 6C
EXTRA1	PES1005	PES1005_10_0.html	2	0	10A 10B	10A 10B 10C
OTHER	PES1007	PES1007_1_0.html	-1	0	1A 1B 1C 1D	1A
MISSING1	PES1007	PES1007_4_0.html	0	0	4A	
OTHER	PES1007	PES1007_5_0.html	-1	0	6A 6B 6C	
MISSING1	PES1007	PES1007_7_0.html	0	0	5A	
OTHER	PES1007	PES1007_8_0.html	-1	0	7A 7B 7C 7D	8A
SHIFTED	PES1007	PES1007_9_0.html	0	0	8A	9A
MISSING1	PES1007	PES1007_10_0.html	0	0	9A	
MISSING1	PES1008	PES1008_1_0.html	0	0	1A	
MISSING1	PES1008	PES1008_3_0.html	2	0	3A 3B 3C	3A 3B
OTHER	PES1008	PES1008_4_0.html	-1	0	4A 4B 4C	1A 4B
OTHER	PES1008	PES1008_5_0.html	-1	0	5A 5B	
OTHER	PES1008	PES1008_6_0.html	-1	0	6A 6B	
MISSING1	PES1008	PES1008_7_0.html	0	0	7A	
MISSING1	PES1008	PES1008_8_0.html	1	0	8A 8B	8A
OTHER	PES1008	PES1008_9_0.html	-1	0	9B 9B	
MISSING1	PES1008	PES1008_10_0.html	0	0	10A	
EXTRA1	PHE1001	PHE1001_1_0.html	1	0	1A	1A 1B
MISSING1	PHE1002	PHE1002_1_0.html	0	0	2A	
OTHER	PHE1002	PHE1002_2_0.html	-1	0	1A 1B 1C	2A
MISSING1	PHE1002	PHE1002_3_0.html	0	0	3A	
MISSING1	PHE1003	PHE1003_1_0.html	2	0	1A 1B 1C	1A 1B
MISSING1	PHE1003	PHE1003_2_0.html	0	0	4A	
MISSING1	PHE1003	PHE1003_4_0.html	0	0	5B	
OTHER	PHE1003	PHE1003_5_0.html	-1	0	3C	5A 5B
OTHER	PHE1003	PHE1003_8_0.html	-1	0	5A 5B	8A
MISSING1	PHE1003	PHE1003_9_0.html	0	0	4B	
SHIFTED	PHE1003	PHE1003_11_0.html	0	0	3A	11A
MISSING1	PHE1004	PHE1004_3_0.html	0	0	3A	
MISSING1	PHE1005	PHE1005_3_0.html	2	0	3A 3B 3C	3A 3B
MISSING1	PHE1005	PHE1005_4_0.html	0	0	4A 4A	4A
MISSING1	PHE1005	PHE1005_5_0.html	2	0	5A 5B 5C	5A 5B
MISSING1	PHE1006	PHE1006_1_0.html	2	0	1A 1B 1C	1A 1B
MISSING1	PHE1006	PHE1006_2_0.html	1	0	2A 2B	2A
MISSING1	PHE1006	PHE1006_3_0.html	1	0	3A 3B	3A
MISSING1	PHE1006	PHE1006_5_0.html	1	0	5A 5B	5A
OTHER	PHE1007	PHE1007_1_0.html	-1	0	1A 1B 1C 1D 1E	1A
OTHER	PHE1007	PHE1007_2_0.html	-1	0	2A 2B 2C	
OTHER	PHE1007	PHE1007_3_0.html	-1	0	3A 3B	
OTHER	PHE1007	PHE1007_4_0.html	-1	0	4A 4B 4C	4A 3A
MISSING1	PHE1007	PHE1007_6_0.html	0	0	6A	
MISSING1	PHE1007	PHE1007_8_0.html	1	0	8A 8B	8A
OTHER	PHE1007	PHE1007_9_0.html	-1	0	9A 9B 9C	9A
MISSING1	PHE1007	PHE1007_10_0.html	1	0	10A 10B	10A
MISSING1	PHE1008	PHE1008_1_0.html	1	0	1A 1B	1A
MISSING1	PHE1008	PHE1008_3_0.html	2	0	3A 3B 3C	3A 3B
OTHER	PHE1008	PHE1008_4_0.html	-1	0	4A 4B 4C	4A
OTHER	PHE1008	PHE1008_5_0.html	-1	0	5A 5B 5C	5A
OTHER	PMT101	PMT101_1_0.html	-1	0	1.1 1.2 1.3	
OTHER	PMT101	PMT101_2_0.html	-1	0	2.1 2.2 2.3 2.4 2.5	
OTHER	PMT101	PMT101_3_0.html	-1	0	3.1 3.2 3.3 3.4 3.5	
OTHER	PNR101	PNR101_1_0.html	-1	0	2.1 2.2 2.3	1.1 1.2 1.4 1.5
MISSING1	PNR102	PNR102_2_0.html	0	0	2.1 2.2 2.3	2.2 2.3
MISSING1	PNR104	PNR104_1_0.html	1	0	1.1 1.2 1.3	1.1 1.3
MISSING1	PNR104	PNR104_2_0.html	3	0	2.1 2.2 2.3 2.4	2.1 2.2 2.3
MISSING1	PNR107	PNR107_1_0.html	2	0	1.1 1.2 1.4	1.1 1.2
MISSING1	PNR107	PNR107_2_0.html	3	0	2.1 2.2 2.3 2.4	2.1 2.2 2.3
OTHER	PWY1001	PWY1001_1_0.html	-1	0	2B 2C 2D	
MISSING1	PWY1001	PWY1001_1_1.html	2	0	1A 1B 1C	1A 1B
SHIFTED	PWY1001	PWY1001_1_2_0.html	0	0	1D	1C
OTHER	PWY1001	PWY1001_1_3_0.html	-1	0	1E 1F 1G 1H 1I 1J 1K	1E 1F 1G 1H 1A
EXTRA1	PWY1001	PWY1001_2_1_0.html	1	0	2A	2A 2B
SHIFTED	PWY1001	PWY1001_2_3_0.html	2	0	2E 2F 2G	2E 2F 2A
OTHER	PWY1001	PWY1001_3_1_0.html	-1	0	3A 3B 3C	
OTHER	PWY1001	PWY1001_3_2_0.html	-1	0	3D 3E	3A
OTHER	PWY1002	PWY1002_1_1_0.html	-1	0	1A 1B	
OTHER	PWY1002	PWY1002_1_2_0.html	-1	0	1C 1D	1A
OTHER	PWY1002	PWY1002_1_3_0.html	-1	0	1E 1F 1G 1H	1B 1C 1D
MISSING1	PWY1002	PWY1002_2_1_0.html	1	0	2A 2B	2A
MISSING1	PWY1002	PWY1002_2_2_0.html	0	0	2C	
OTHER	PWY1002	PWY1002_3_1_0.html	-1	0	3A 3B 3C 3D	3A 3B
OTHER	PWY1002	PWY1002_3_2_0.html	-1	0	3E 3F 3G 3H	3C 3D
SHIFTED	PWY1002	PWY1002_3_3_0.html	0	0	3I	3E
MISSING1	PWY1007	PWY1007_1_0.html	1	0	1A 1B	1A
OTHER	PWY1007	PWY1007_2_0.html	-1	0	1C 1D	2A
OTHER	PWY1007	PWY1007_3_0.html	-1	0	1E 1F	3A
EXTRA1	PWY1007	PWY1007_4_0.html	0	0		4A
MISSING1	PWY1007	PWY1007_5_0.html	0	0	2B	
MISSING1	PWY1007	PWY1007_7_0.html	0	0	3B	
OTHER	PWY1007	PWY1007_8_0.html	-1	0	3C 3D	
MISSING1	PWY1008	PWY1008_1_1_0.html	1	0	1A 1B	1A
MISSING1	PWY1008	PWY1008_1_2_0.html	0	0	1C	
OTHER	PWY1008	PWY1008_1_3_0.html	-1	0	1D 1E 1F	
OTHER	PWY1008	PWY1008_2_1_0.html	-1	0	2C 2D	2A
OTHER	PWY1008	PWY1008_3_2_0.html	-1	0	3C 3D 3E	3C
MISSING1	PWY1008	PWY1008_3_3_0.html	0	0	3F	
MISSING1	PWY1009	PWY1009_1_2_0.html	0	0	1B	
OTHER	PWY1009	PWY1009_1_3_0.html	-1	0	1C 1D	
SHIFTED	PWY1009	PWY1009_2_2_0.html	0	0	2C 2D 2E 2F	2B 2C 2D 2E
MISSING1	PWY1009	PWY1009_3_1_0.html	2	0	3A 3B 3C	3A 3B
OTHER	PWY1009	PWY1009_3_2_0.html	-1	0	3D 3E	
OTHER	PWY1009	PWY1009_3_3_0.html	-1	0	3F 3G 3H	3C
MISSING1	PWYWHA1	PWYWHA1_0_0.html	0	0	1A	
EXTRA1	SCBI301	SCBI301_6_0.html	2	0	6A 6B	6A 6B 6C
EXTRA1	SCCH301	SCCH301_2_0.html	7	0	2A 2B 2C 2D 2E 2F 2G	2A 2B 2C 2D 2E 2F 2G 2H
MISSING1	SCES201	SCES201_1_0.html	3	0	1A 1B 1C 1D	1A 1B 1C
MISSING1	SCES201	SCES201_2_0.html	3	0	2A 2B 2C 2D	2A 2B 2C
MISSING1	SCES201	SCES201_3_0.html	3	0	3A 3B 3C 3D	3A 3B 3C
OTHER	SCES201	SCES201_4_0.html	-1	0	4A 4B 4C 4D 4E	4A 4B 4C 4D 4E 4F 4G 4H 4I
OTHER	SCFUN01	SCFUN01_0_0.html	-1	0	1A 2A 2B 2C 3A 3C 3D 4A 4B	1A 2A 2B 3A 3B 4A
MISSING1	SCPH301	SCPH301_8_0.html	1	0	8A 8B	8A
OTHER	SPA1004	SPA1004_3_0.html	-1	0	3A 3B 3C 3D	
MISSING1	SSCI104	SSCI104_1_0.html	3	0	1A 1B 1C 1D	1A 1B 1C
MISSING1	SSCI104	SSCI104_2_0.html	2	0	2A 2B 2C	2A 2B
MISSING1	SSCI104	SSCI104_5_0.html	1	0	5A 5B	5A
MISSING1	SSCI104	SSCI104_6_0.html	1	0	6A 6B	6A
MISSING1	SSCI205	SSCI205_4_0.html	2	0	4A 4B 4C 4D	4A 4B 4D
MISSING1	SSCI205	SSCI205_9_0.html	0	0	9A	
MISSING1	SSEA203	SSEA203_2_0.html	4	0	2A 2B 2C 2D 2E	2A 2B 2C 2D
OTHER	SSEA203	SSEA203_6_0.html	-1	0	6A 6B	
OTHER	SSFUN01	SSFUN01_0_0.html	-1	0	1A 1B 1C 1D 2A 2B 2C 3A 3B 3C 3D 4A 4B 4C 4D	1B 1C 2B 2C 3B 3C 3D 4B 4C 4D
SHIFTED	SSFUN02	SSFUN02_0_0.html	3	0	1A 1B 1C 1D 2A 2B 2C 2D 3A 3B 3C 3D 4A 4B 4D	1A 1B 1C 2A 2B 2C 2D 3A 3B 3C 3D 4A 4B 4C 4C
SHIFTED	SSFUN03	SSFUN03_0_0.html	1	0	1A 1B 2A 2B 2C 2D 3A 3B 4A	1A 2A 2B 2C 2D 2E 3A 3B 4A
OTHER	SSFUN05	SSFUN05_0_0.html	-1	0	1A 1B 1C 1D 1E 2A 2B 2C 2D 3A 3B 3C 3D 4A 4B	1A 1B 2A 2B 3A 3B 4A 4B
OTHER	SSFUN06	SSFUN06_0_0.html	-1	0	1A 1B 1C 1D 1E 2A 2B 2C 3A 3B 3C 3D 3E 4A 4B 4C 4D	1A 1B 1C 1D 2A 2B 2C 3A 3B 3B 3C 3D 4A 4B 4C 4D
OTHER	SSFUN07	SSFUN07_1_0.html	-1	0		1A 1B 1C
OTHER	SSFUN07	SSFUN07_2_0.html	-1	0	1A 1B 1C 2A 2B 2C 3A 3B 4A 4B 4C	2A 2B 2C 2D
OTHER	SSFUN08	SSFUN08_0_0.html	-1	0	1A 1B 2A 2B 2C 3A 3B 3C 4A 4B 4C 4D	1A 1B 2A 3A 3B 3C 4A 4B 4C 4D
OTHER	SSOG101	SSOG101_1_0.html	-1	0	2A	1A 1B
MISSING1	SSOG101	SSOG101_3_0.html	1	0	3A 3B	3A
MISSING1	SSOG101	SSOG101_6_0.html	0	0	6A 6B	6B
OTHER	SSOG103	SSOG103_4_0.html	-1	0		4A 4B 4C
MISSING1	SSOG105	SSOG105_3_0.html	1	0	3A 3B	3A
MISSING1	SSOG105	SSOG105_7_0.html	1	0	7A 7B	7A
OTHER	SSOG301	SSOG301_2_0.html	-1	0		2A 2B 2C
OTHER	SSOG301	SSOG301_3_0.html	-1	0		3A 3B 3C
OTHER	SSOG301	SSOG301_4_0.html	-1	0		4A 4B 4C 4D
OTHER	SSOG301	SSOG301_6_0.html	-1	0		6A 6B 6C 6D 6E 6F
OTHER	SSOG301	SSOG301_7_0.html	-1	0		7A 7B
MISSING1	TEDC401	TEDC401_2_0.html	7	0	2A 2B 2C 2D 2E 2F 2G 2H	2A 2B 2C 2D 2E 2F 2G
OTHER	TEDC401	TEDC401_3_0.html	-1	0	3A 3B 3C 3D 3E 3F 3G	3A 3B 3C 3D 3E 3F 3G 3H 3I
MISSING1	TEDC401	TEDC401_4_0.html	5	0	4A 4B 4C 4D 4E 4F	4A 4B 4C 4D 4E
MISSING1	TEDC401	TEDC401_5_0.html	4	0	5A 5B 5C 5D 5E	5A 5B 5C 5D
OTHER	TEDC401	TEDC401_6_0.html	-1	0	6A 6B 6C 6D	6A
OTHER	TEDC402	TEDC402_1_0.html	-1	0	1A 1B 1C 1D 1E 1F	1A 1B 1D 1C
OTHER	TEDC402	TEDC402_2_0.html	-1	0	2A 2B 2C 2D 2E 2F	2C 2D 2E 2F
OTHER	TEDC402	TEDC402_3_0.html	-1	0	3A 3B 3C 3D 3E 3F 3G 3H	3A 3B 3C 3F 3G 3H
OTHER	TEDC402	TEDC402_4_0.html	-1	0	4A 4B 4C 4D 4E 4F 4G	4B 4A 4D 4C 4E
OTHER	TEDC402	TEDC402_5_0.html	-1	0	5A 5B 5C 5D 5E 5F 5G 5H	5B 5A 5D 5E 5C
OTHER	TEDC402	TEDC402_6_0.html	-1	0	6A 6B 6C 6D 6E 6F 6G 6H	6A 6B 6C 6D 6E 6F
OTHER	TEDC402	TEDC402_7_0.html	-1	0	7A 7B.1 7B.2 7B.3 7C 7D 7E 7F 7G 7H	7A 7B
OTHER	TEDC402	TEDC402_8_0.html	-1	0	8A 8B 8C 8D 8E 8E	8D
OTHER	TEFUN02	TEFUN02_0_0.html	-1	0	1A 1B 1C 1D 1E 2A 2B 2C 3A 3B 3C 3D 4A	1A 1B 2A 2C 3A 3B 3C 3D 4A
OTHER	TEFUN03	TEFUN03_0_0.html	-1	0	1A 1B 1C 1D 2A 2B 2C 3A 4A	1A 1B 1C 2A 2B 3A 4A
EXTRA1	TEFUN04	TEFUN04_0_0.html	2	0	1A 1B 2A 2B 3A 3B 3C 4A	1A 1B 1C 2A 2B 3A 3B 3C 4A
OTHER	TEFUN05	TEFUN05_0_0.html	-1	0	1A 1B 2A 2B 3A 3B 4A 4B	1A 1B 2A 3A 3B 4A 4A
OTHER	TEFUN06	TEFUN06_0_0.html	-1	0	1A 2A 2B 2C 3A 3B 4A 4B	1A 2A 2B 3A 3B 4A
OTHER	TEFUN07	TEFUN07_0_0.html	-1	0	1A 2A 2B 3A 4A 4B	4A
OTHER	TEFUN08	TEFUN08_0_0.html	-1	0	1A 1B 2A 3A 4A	1A 1B
OTHER	TRR102	TRR102_1_0.html	-1	0	1A 1B 1C 1D 1E	1.1
OTHER	TRR102	TRR102_2_0.html	-1	0	2A 2B 2C 2D	
OTHER	TRR102	TRR102_3_0.html	-1	0	3A 3B 3C 3D	
OTHER	TRR102	TRR102_4_0.html	-1	0	4A 4B 4C 4D	4.1 4.2
OTHER	TRR102	TRR102_5_0.html	-1	0	5A 5A 5B 5C	
EXTRA1	TRR103	TRR103_3_0.html	5	0	3.1 3.2 3.3 3.4 3.5	3.1 3.2 3.3 3.4 3.5 3.6
MISSING1	TRR106	TRR106_1_0.html	4	0	1.1 1.2 1.3 1.4 1.5	1.1 1.2 1.3 1.4
EXTRA1	TRR107	TRR107_1_0.html	0	0		1A
OTHER	TRR107	TRR107_2_0.html	-1	0		2A 2B
EXTRA1	TRR107	TRR107_3_0.html	0	0		3A
SHIFTED	TRR109	TRR109_1_0.html	1	0	1.1 1.1 1.2 1.4 1.6	1.1 1.2 1.3 1.4 1.6
SHIFTED	TRR109	TRR109_2_0.html	1	0	2.1 2.3 2.5	2.1 2.2 2.5
OTHER	TRR109	TRR109_3_0.html	-1	0	4.2 4.3 4.5	3.1 3.2
OTHER	TRR109	TRR109_4_0.html	-1	0	3.1 3.3	4.1 4.2 4.4
OTHER	TRR109	TRR109_5_0.html	-1	0	5.2 5.3	5.2 5.3 5.4 5.5
MISSING1	TRR110	TRR110_1_0.html	1	0	1.2 1.3 1.4	1.2 1.4
MISSING1	TRR110	TRR110_3_0.html	1	0	3.2 3.3	3.2
SHIFTED	TRR110	TRR110_4_0.html	0	0	4.1 4.2 4.3 4.5	4.2 4.3 4.4 4.5
MISSING1	TRR110	TRR110_5_0.html	0	0	5.1 5.2 5.3	5.2 5.3
OTHER	TRR111	TRR111_1_0.html	-1	0	1.1 1.2 1.3 1.4 1.5 1.6	1.2 1.4 1.5
OTHER	TRR111	TRR111_2_0.html	-1	0	2.1 2.2 2.3 2.4 2.5 1.6	2.2 2.3 2.5
OTHER	TRR111	TRR111_3_0.html	-1	0	3.1 3.2 3.3 3.4 3.5	3.2 3.3
OTHER	TRR111	TRR111_4_0.html	-1	0	4.1 4.2 4.3 4.4 4.5	4.2
OTHER	TRR111	TRR111_5_0.html	-1	0	5.1 5.2 5.3	5.2
OTHER	TRR112	TRR112_1_0.html	-1	0	1A 1B 1C 1D 1E 1F 1G 1H	1.2 1.3 1.5
OTHER	TRR112	TRR112_2_0.html	-1	0	2A 2B 2C 2D 2E 2F 2G 2H	2.1 2.2
OTHER	TRR112	TRR112_3_0.html	-1	0	3A 3B 3C 3D 3E 3F 3G 3H	3.1 3.2 3.3 3.4
OTHER	TRR112	TRR112_4_0.html	-1	0	4A 4B 4C 4D 4E 4F 4G 4H	4.2 4.3
OTHER	TRR112	TRR112_5_0.html	-1	0	5A 5B 5C 5D 5F 5G	5.1 5.2 5.3
OTHER	TRR113	TRR113_1_0.html	-1	0	1A 1B 1C 1D 1E	1.1 1.2 1.4
OTHER	TRR113	TRR113_2_0.html	-1	0	4A 4B 4C 4D 4E	2.1 2.2 2.4
OTHER	TRR113	TRR113_3_0.html	-1	0	3A 3B 3C 3D 3E 3F	3.2 3.4 3.5
OTHER	TRR113	TRR113_4_0.html	-1	0	2A 2B 2C 2D 2E	4.2 4.3
OTHER	TRR113	TRR113_5_0.html	-1	0	5A 5B 5C 5D 5E	5.1 5.2 5.3 5.4
MISSING1	TRR114	TRR114_1_0.html	2	0	1A 1B 1C	1A 1B
OTHER	TRR114	TRR114_3_0.html	-1	0	3A 3B 3C 3D 3E 3F 3G 3H 3I	3A
OTHER	TRR115	TRR115_1_0.html	-1	0	1.1 1B 1.3	
OTHER	TRR115	TRR115_2_0.html	-1	0	2.1 2.2 2.3 2.4 2.5 2.6	
OTHER	TRR115	TRR115_3_0.html	-1	0	3.1 3.2 3.3 3.4 3.5 3.6	3A
MISSING1	TRR116	TRR116_3_0.html	4	0	3.1 3.2 3.3 3.4 3.5	3.1 3.2 3.3 3.4
EXTRA1	TRR116	TRR116_7_0.html	6	0	7.1 7.2 7.3 7.4 7.5 7.6	7.1 7.2 7.3 7.4 7.5 7.6 7.7
OTHER	TRR203	TRR203_1_0.html	-1	0	1A 1B 1C	1A
OTHER	TRR203	TRR203_2_0.html	-1	0	3A 3B 3C	
OTHER	TRR203	TRR203_3_0.html	-1	0	2A 2B 2C	
OTHER	TRR301	TRR301_1_0.html	-1	0	1A 1B 1C 1D	1A 1B
OTHER	TRR301	TRR301_2_0.html	-1	0	2A 2B 2C 2D 2C 2D	2A 2B 2C
OTHER	TRR301	TRR301_3_0.html	-1	0	3A 3B 3C	3A
EXTRA1	TRR304	TRR304_2_0.html	0	0		2A
EXTRA1	TRR304	TRR304_3_0.html	0	0		3A
OTHER	TWHA901	TWHA901_0_0.html	-1	0	1A 1B 1C 2A 2B 2C 3A 3B 3C 4A 4B 4C 5A 5B 5C 6A 6B 6C 7A 7B 7C 8A 8B 8C 9A 9B 9C 10A 10B 10C	
OTHER	TWHA902	TWHA902_0_0.html	-1	0	1A 1B 1C 1D 2A 2B 2C 2D 3A 3B 3C 3D 4A 4B 4C 4D 5A 5B 5C 6A 6B 7A 7B 7C 8A 8B 8C	2A 4A 7A
OTHER	TWHA903	TWHA903_0_0.html	-1	0	1A 1B 1C 1D 2A 2B 2C 2D 3A 3B 3C 3D 4A 4B 4C 4D	
OTHER	TWHA904	TWHA904_0_0.html	-1	0	2A 2B 3A 3B 4A 4B 5A 5B 6A 6B	1A 2A 2B 3A 3B 4A 5A 5B
OTHER	TWHA905	TWHA905_0_0.html	-1	0	2A 2B 3A 3B 4A 4B 5A 5B 6A 6B	1A 2A 2B 3A 3B 4A 4B 5A 5B
OTHER	TWHA906	TWHA906_0_0.html	-1	0	1A 1B 1C1 1C2 1D 1E 1F 2A 2B 2C 2E 2F 3A 3B 3C 3D 3E 4A 4B 4C 4D 4E 5A 5B 5C 5D 5E	1A 1B 1C 1D 1E 2B 2C 2E 3A 3B 3C 3D 4A 4B 4C 4D 5C 5D
OTHER	TWHK901	TWHK901_0_0.html	-1	0	1A 1B 1C 1D 1E 1F 2A 2B 3A 3B 4A 4B 4C	1A 1B 1C 1D 2A 2B
OTHER	TWHK902	TWHK902_0_0.html	-1	0	1A 2A 2B 2C 3A 3B 3C 4A 4B 4C	1A 3A
OTHER	TWHK903	TWHK903_0_0.html	-1	0	1A 2A 2B 2C 3A 4A 5A 5B 5C 6A 6B 7A 8A 8B 9A 9B 9C 9D	1A 2A 2B 2C 3A 5C 7A
OTHER	TWHK907	TWHK907_0_0.html	-1	0	1A 1B 1C 1D 1E 1F 1G 2A 2B 2C 2D 2E 2F 3A 3B 3C 3D 4A 4B	1A 1B 1C 1D 1E 2A 2B 2C 2D 3A 3B 3C 4A
MISSING1	TWHR905	TWHR905_0_0.html	2	0	1A 1B 2A 3A 4A 4B	1A 1B 3A 4A 4B
OTHER	TWHR907	TWHR907_0_0.html	-1	0	1A 2A 3A 3B 3C 4A 4B	3
